timestamp,open,high,low,close,volume
2021-03-17,112.217,114.4222,111.9361,113.975,1156636
2021-03-18,113.975,115.0727,112.2394,112.5065,618726
2021-03-19,112.5065,113.3362,112.0134,112.9624,1065837
2021-03-22,112.9624,113.7131,112.511,113.4482,1158159
2021-03-23,113.4482,113.7609,113.1876,113.3616,566852
2021-03-24,113.3616,113.6951,113.2941,113.6068,927546
2021-03-25,113.6068,115.6436,113.5968,115.6254,986048
2021-03-26,115.6254,115.6454,114.154,114.2324,1012236
2021-03-29,114.2324,115.9035,113.9138,115.4822,1062392
2021-03-30,115.4822,116.4758,115.0128,116.035,1399875
2021-03-31,116.035,116.8524,115.9635,116.7462,1078106
2021-04-01,116.7462,116.9859,113.6716,114.4356,1154524
2021-04-02,114.4356,117.7565,113.1637,116.5677,1322720
2021-04-05,116.5677,117.5996,115.86,116.933,1401980
2021-04-06,116.933,117.7684,116.8013,117.3463,1274698
2021-04-07,117.3463,117.4693,115.6524,115.7465,1362837
2021-04-08,115.7465,116.1391,115.5896,116.0498,811246
2021-04-09,116.0498,118.5507,115.7743,118.1642,966578
2021-04-12,118.1642,119.7882,118.1369,119.6897,1123281
2021-04-13,119.6897,119.8306,119.3326,119.6226,963357
2021-04-14,119.6226,120.0372,119.1891,119.5549,803102
2021-04-15,119.5549,120.6674,119.5236,120.6618,1314020
2021-04-16,120.6618,120.8785,118.6659,118.8663,949901
2021-04-19,118.8663,119.419,118.5801,119.2787,846314
2021-04-20,119.2787,119.5308,118.8587,119.1598,863062
2021-04-21,119.1598,120.3001,118.7794,119.8055,1149823
2021-04-22,119.8055,121.4724,119.4503,121.2345,1164475
2021-04-23,121.2345,121.927,120.7542,121.3098,1112331
2021-04-26,121.3098,121.4104,120.4316,120.5963,1034781
2021-04-27,120.5963,121.1171,119.6291,119.9637,1122288
2021-04-28,119.9637,121.6633,119.5776,120.8696,1013975
2021-04-29,120.8696,121.2207,120.8636,121.1973,1226969
2021-04-30,121.1973,121.3699,119.4104,119.8025,850509
2021-05-03,119.8025,119.9395,119.7684,119.9061,982477
2021-05-04,119.9061,121.1144,119.4526,120.9672,936206
2021-05-05,120.9672,121.0,120.9613,120.9961,1388437
2021-05-06,120.9961,122.2384,117.4929,119.289,1213805
2021-05-07,119.289,119.4288,118.2233,118.3247,767297
2021-05-10,118.3247,120.3513,118.055,119.9548,1004942
2021-05-11,119.9548,121.7955,119.9206,121.7358,758433
2021-05-12,121.7358,122.8017,121.6144,122.6915,894300
2021-05-13,122.6915,122.792,122.5687,122.598,1305636
2021-05-14,122.598,122.8569,121.2182,121.3893,619678
2021-05-17,121.3893,123.5828,120.6087,122.7285,844531
2021-05-18,122.7285,122.7536,122.6612,122.7046,1299755
2021-05-19,122.7046,123.3679,119.6449,120.359,1161646
2021-05-20,120.359,120.8518,120.2636,120.5871,844653
2021-05-21,120.5871,122.4172,120.4893,122.2179,1067946
2021-05-24,122.2179,122.2769,122.0098,122.0857,1282808
2021-05-25,122.0857,122.5677,121.8268,122.4558,1167613
2021-05-26,122.4558,123.2977,122.1494,122.7892,1004769
2021-05-27,122.7892,122.79,120.5414,120.5441,1082674
2021-05-28,120.5441,121.7355,120.5438,121.7352,806053
2021-05-31,121.7352,121.8202,120.0093,120.1452,958477
2021-06-01,120.1452,121.9582,119.879,121.4717,893434
2021-06-02,121.4717,121.8604,119.4461,119.5751,1237758
2021-06-03,119.5751,121.3833,119.2587,120.9513,885828
2021-06-04,120.9513,123.2442,120.7893,122.707,947768
2021-06-07,122.707,122.9493,121.3717,122.1522,1159633
2021-06-08,122.1522,123.401,120.1933,120.8887,1396033
2021-06-09,120.8887,121.0673,119.7769,119.9139,1217728
2021-06-10,119.9139,120.9187,116.9418,118.1789,1313341
2021-06-11,118.1789,118.7479,117.2048,117.9149,954259
2021-06-14,117.9149,120.5299,117.302,120.1115,945386
2021-06-15,120.1115,121.3128,119.5788,119.9129,1110054
2021-06-16,119.9129,120.3778,119.1942,119.3778,1060389
2021-06-17,119.3778,120.0232,119.0739,119.8977,778440
2021-06-18,119.8977,122.0833,119.7305,122.0527,846674
2021-06-21,122.0527,124.1421,121.5747,123.7986,894936
2021-06-22,123.7986,124.12,121.7494,122.2117,1020458
2021-06-23,122.2117,122.5931,121.5828,121.9113,793388
2021-06-24,121.9113,121.9239,121.7301,121.7366,820802
2021-06-25,121.7366,121.9254,121.638,121.8042,669597
2021-06-28,121.8042,121.9195,121.2602,121.416,1128232
2021-06-29,121.416,123.0061,121.3835,122.9537,1049423
2021-06-30,122.9537,123.8896,122.9326,123.8569,1030499
2021-07-01,123.8569,125.5968,123.8157,125.4833,1157437
2021-07-02,125.4833,125.8657,124.1203,124.4862,812605
2021-07-05,124.4862,124.9342,124.3606,124.7229,1088598
2021-07-06,124.7229,124.922,123.3888,123.663,1126491
2021-07-07,123.663,123.9047,122.7012,122.7657,1024748
2021-07-08,122.7657,122.846,121.0976,121.17,861614
2021-07-09,121.17,121.6736,118.7792,118.9931,801243
2021-07-12,118.9931,119.0298,117.9026,117.9396,515253
2021-07-13,117.9396,118.0486,117.5623,117.6425,1218830
2021-07-14,117.6425,117.9098,117.2745,117.7347,907746
2021-07-15,117.7347,118.2846,116.7319,117.4283,1065958
2021-07-16,117.4283,117.8811,115.3609,115.9002,604797
2021-07-19,115.9002,116.9411,114.1747,114.4499,1086438
2021-07-20,114.4499,115.3685,114.4483,115.3661,740447
2021-07-21,115.3661,116.3136,114.1819,114.7628,918153
2021-07-22,114.7628,115.1588,114.4965,114.8499,1052723
2021-07-23,114.8499,118.2103,114.2321,117.3847,1750411
2021-07-26,117.3847,117.4371,115.8394,116.0481,860022
2021-07-27,116.0481,116.2214,114.4023,114.4616,755962
2021-07-28,114.4616,114.5986,113.567,113.7004,1004546
2021-07-29,113.7004,114.2218,111.8088,112.6885,885368
2021-07-30,112.6885,115.5753,112.546,115.3939,767114
2021-08-02,115.3939,116.2217,113.1252,114.1042,1292025
2021-08-03,114.1042,114.3244,113.7289,114.0481,945386
2021-08-04,114.0481,114.9477,113.7259,114.1812,563352
2021-08-05,114.1812,114.4441,112.4938,113.4532,1117370
2021-08-06,113.4532,113.5482,112.6719,112.871,916252
2021-08-09,112.871,113.6948,112.3823,112.7777,978509
2021-08-10,112.7777,114.0272,112.3693,113.4991,944347
2021-08-11,113.4991,116.0138,113.2535,115.6975,981491
2021-08-12,115.6975,117.3333,115.3518,116.9826,941990
2021-08-13,116.9826,119.9227,115.7841,119.0915,1237682
2021-08-16,119.0915,119.4778,118.3691,118.9575,886796
2021-08-17,118.9575,119.4723,118.5626,119.0728,955826
2021-08-18,119.0728,119.1293,118.0056,118.136,868716
2021-08-19,118.136,118.1626,117.8057,117.8312,941016
2021-08-20,117.8312,118.8056,117.2808,118.3399,1232200
2021-08-23,118.3399,118.8774,117.517,118.2445,1054460
2021-08-24,118.2445,119.5403,117.9472,119.2117,964606
2021-08-25,119.2117,119.3418,117.8497,118.077,904301
2021-08-26,118.077,118.7314,116.3798,117.1898,1237524
2021-08-27,117.1898,117.5322,115.0449,115.4026,1119467
2021-08-30,115.4026,115.7189,115.3094,115.6888,1607142
2021-08-31,115.6888,115.6925,113.8436,113.8541,786669
2021-09-01,113.8541,115.1765,113.3658,114.7809,1341900
2021-09-02,114.7809,115.4848,114.6714,115.4331,1186703
2021-09-03,115.4331,115.5855,113.5133,113.6283,1191446
2021-09-06,113.6283,113.6531,112.5026,112.5504,1441070
2021-09-07,112.5504,112.6867,112.1164,112.5963,1244795
2021-09-08,112.5963,112.7775,111.4168,111.6785,1180843
2021-09-09,111.6785,111.8809,110.5214,110.9914,1061830
2021-09-10,110.9914,112.4101,110.6767,112.0966,1015499
2021-09-13,112.0966,113.1259,112.0781,113.1006,960412
2021-09-14,113.1006,114.7037,112.8048,114.6124,696047
2021-09-15,114.6124,114.6248,112.1741,112.1996,854201
2021-09-16,112.1996,112.6479,111.1449,111.6153,789188
2021-09-17,111.6153,112.3579,109.542,110.5313,895768
2021-09-20,110.5313,111.1632,109.6452,109.8419,1095654
2021-09-21,109.8419,110.1705,109.1076,109.3982,482792
2021-09-22,109.3982,110.6219,108.206,108.7486,914759
2021-09-23,108.7486,109.9376,108.2222,109.3779,947662
2021-09-24,109.3779,110.2446,109.0671,109.9027,974547
2021-09-27,109.9027,111.6727,107.9496,109.4729,764796
2021-09-28,109.4729,111.4275,108.8827,110.9847,1021665
2021-09-29,110.9847,111.6489,109.6208,110.3616,1113432
2021-09-30,110.3616,111.7965,109.0994,110.9348,1065034
2021-10-01,110.9348,111.275,110.716,111.0731,934010
2021-10-04,111.0731,112.6494,110.4792,112.217,1372204
2021-10-05,112.217,114.4308,111.7776,114.2051,842023
2021-10-06,114.2051,114.734,112.4219,112.6208,930586
2021-10-07,112.6208,112.7112,112.1662,112.2459,1049210
2021-10-08,112.2459,112.7261,111.7859,112.2264,1157323
2021-10-11,112.2264,114.0506,111.6387,113.6791,872831
2021-10-12,113.6791,114.7483,113.609,114.6361,1094879
2021-10-13,114.6361,115.1948,113.6939,113.849,1034241
2021-10-14,113.849,113.9876,112.5913,113.0893,1183422
2021-10-15,113.0893,113.7737,112.8883,113.367,1257877
2021-10-18,113.367,115.7695,112.9972,115.3832,1007045
2021-10-19,115.3832,115.7571,115.3025,115.4495,1351796
2021-10-20,115.4495,115.7234,115.4397,115.7089,1176403
2021-10-21,115.7089,116.3766,115.2273,115.7048,1042030
2021-10-22,115.7048,116.3123,114.2782,114.4073,1149846
2021-10-25,114.4073,115.7631,113.6676,114.9522,1069051
2021-10-26,114.9522,115.4638,114.5313,114.9299,1026689
2021-10-27,114.9299,115.4114,114.8323,115.3775,1146934
2021-10-28,115.3775,116.074,114.7951,115.8179,812874
2021-10-29,115.8179,115.9158,114.6008,114.6372,883189
2021-11-01,114.6372,115.1641,112.3267,112.5642,721866
2021-11-02,112.5642,112.6296,111.7788,111.8582,922764
2021-11-03,111.8582,112.6028,111.5968,112.1771,1131374
2021-11-04,112.1771,112.715,112.1486,112.6146,1269221
2021-11-05,112.6146,113.948,112.4077,113.7344,763971
2021-11-08,113.7344,113.8754,113.3035,113.5239,1000718
2021-11-09,113.5239,113.7399,111.1582,111.3071,482962
2021-11-10,111.3071,111.4622,110.6176,110.6944,1300499
2021-11-11,110.6944,112.5949,110.0579,112.1057,1250779
2021-11-12,112.1057,115.1612,111.0844,113.8828,971199
2021-11-15,113.8828,114.3345,113.3782,113.7459,837879
2021-11-16,113.7459,113.9983,113.4314,113.5277,1176811
2021-11-17,113.5277,113.7401,112.4664,112.5252,1064588
2021-11-18,112.5252,112.8163,112.3135,112.5736,780979
2021-11-19,112.5736,113.9879,112.5427,113.9531,744691
2021-11-22,113.9531,115.467,113.6413,114.8899,878803
2021-11-23,114.8899,115.2994,113.6971,113.8317,1056900
2021-11-24,113.8317,114.0056,112.9237,113.0596,969665
2021-11-25,113.0596,113.1853,112.5251,112.8284,1165435
2021-11-26,112.8284,113.1795,112.6713,113.044,1331201
2021-11-29,113.044,113.4277,112.8697,113.2028,1174690
2021-11-30,113.2028,114.5379,112.26,114.2963,1037538
2021-12-01,114.2963,115.1998,113.5223,114.4233,810754
2021-12-02,114.4233,114.6048,114.0652,114.1924,837228
2021-12-03,114.1924,116.9815,113.9634,116.0915,744655
2021-12-06,116.0915,116.9295,115.8314,116.6461,863280
2021-12-07,116.6461,117.4315,116.4472,117.3285,1152286
2021-12-08,117.3285,118.9645,117.0757,118.4557,947623
2021-12-09,118.4557,118.5155,116.2902,116.3589,865246
2021-12-10,116.3589,116.8635,114.6329,114.8554,1033404
2021-12-13,114.8554,114.873,113.5668,113.5972,662302
2021-12-14,113.5972,113.8595,111.8441,112.1826,920228
2021-12-15,112.1826,112.4597,111.5282,111.7898,1089902
2021-12-16,111.7898,113.2224,111.6399,113.1051,1353704
2021-12-17,113.1051,114.9768,112.289,113.92,1185319
2021-12-20,113.92,113.9413,112.6919,112.7198,1173467
2021-12-21,112.7198,112.8766,111.8347,112.0377,729749
2021-12-22,112.0377,112.3879,111.859,112.3385,824628
2021-12-23,112.3385,114.0412,112.1181,113.8865,996482
2021-12-24,113.8865,113.9788,112.5213,112.6687,957922
2021-12-27,112.6687,114.2634,112.3291,113.8668,1229411
2021-12-28,113.8668,114.4893,113.8174,114.3996,951961
2021-12-29,114.3996,114.9154,112.0615,112.8185,774344
2021-12-30,112.8185,114.0206,112.4534,113.5462,790701
2021-12-31,113.5462,114.8336,113.0979,114.5729,934622
2022-01-03,114.5729,116.111,113.8343,115.3014,903473
2022-01-04,115.3014,115.508,113.8686,114.0754,833337
2022-01-05,114.0754,114.8915,113.8293,114.4799,1015978
2022-01-06,114.4799,115.4589,113.5314,115.1647,1179815
2022-01-07,115.1647,116.6957,114.6131,116.4514,1010842
2022-01-10,116.4514,116.7068,115.6668,115.9073,1083236
2022-01-11,115.9073,116.4368,115.7088,116.2296,934256
2022-01-12,116.2296,116.6536,115.2433,115.5334,1056259
2022-01-13,115.5334,115.6397,114.5605,114.631,1097621
2022-01-14,114.631,115.6655,113.002,113.7553,811799
2022-01-17,113.7553,114.3043,112.3183,112.797,1034554
2022-01-18,112.797,112.797,112.2807,112.2807,1286346
2022-01-19,112.2807,114.7695,111.9642,114.0838,1013141
2022-01-20,114.0838,114.2538,112.939,113.2447,936705
2022-01-21,113.2447,113.8651,113.1063,113.5295,1223065
2022-01-24,113.5295,114.1319,113.4922,114.0379,1642878
2022-01-25,114.0379,116.4739,113.5828,116.0837,1106732
2022-01-26,116.0837,117.0255,115.694,116.8797,729287
2022-01-27,116.8797,116.885,116.8274,116.836,1128393
2022-01-28,116.836,116.8678,115.5874,115.6372,757505
2022-01-31,115.6372,115.7436,115.4218,115.5923,906545
2022-02-01,115.5923,115.9504,115.1312,115.8108,848699
2022-02-02,115.8108,116.1156,115.5485,115.913,1012301
2022-02-03,115.913,117.3313,115.8793,117.1837,927336
2022-02-04,117.1837,117.3188,115.7926,115.8783,825908
2022-02-07,115.8783,117.2646,115.6461,116.7775,575946
2022-02-08,116.7775,117.5912,116.3457,117.1049,1043912
2022-02-09,117.1049,117.1701,115.195,115.2836,1052315
2022-02-10,115.2836,116.8547,114.4841,116.2613,752810
2022-02-11,116.2613,116.8715,114.3092,114.7671,1133636
2022-02-14,114.7671,115.5978,114.6492,115.5727,401403
2022-02-15,115.5727,115.9784,115.1402,115.3066,959170
2022-02-16,115.3066,116.1444,113.7067,114.1248,1135929
2022-02-17,114.1248,115.7554,113.7006,114.9638,788937
2022-02-18,114.9638,116.4379,114.8395,116.3607,643167
2022-02-21,116.3607,116.3879,116.1432,116.1778,919738
2022-02-22,116.1778,116.2182,115.1423,115.2663,905560
2022-02-23,115.2663,117.2387,115.0752,116.8038,1137004
2022-02-24,116.8038,118.0952,116.6155,117.6197,1482359
2022-02-25,117.6197,118.0401,116.5852,117.3324,1129418
2022-02-28,117.3324,117.7812,115.1011,116.1586,1010405
2022-03-01,116.1586,116.6795,115.389,115.9251,1142373
2022-03-02,115.9251,116.2099,114.1811,114.5533,764541
2022-03-03,114.5533,116.3983,114.0191,116.0223,889993
2022-03-04,116.0223,116.3597,115.8233,116.0933,805211
2022-03-07,116.0933,117.1565,116.0534,117.135,1154880
2022-03-08,117.135,118.0146,116.216,116.6266,1132075
2022-03-09,116.6266,116.7731,115.2264,115.6752,870956
2022-03-10,115.6752,116.5472,115.5642,116.3179,593331
2022-03-11,116.3179,116.933,115.2889,115.7459,746363
2022-03-14,115.7459,116.403,115.4796,116.1895,1227274
2022-03-15,116.1895,118.2468,115.4586,117.8325,1041783
2022-03-16,117.8325,117.9065,116.2349,116.3665,1318613
2022-03-17,116.3665,117.4379,116.0974,116.4316,944948
2022-03-18,116.4316,118.2397,116.3048,118.146,770462
2022-03-21,118.146,120.2862,117.96,120.2253,719343
2022-03-22,120.2253,120.3639,117.7121,117.888,1068665
2022-03-23,117.888,118.7617,117.422,118.5387,1282197
2022-03-24,118.5387,120.7375,117.9516,120.4207,901801
2022-03-25,120.4207,120.5909,120.208,120.2974,1233494
2022-03-28,120.2974,121.1266,120.1824,121.0194,696348
2022-03-29,121.0194,121.2572,119.4087,119.6642,854624
2022-03-30,119.6642,120.1826,118.1579,118.7468,752824
2022-03-31,118.7468,120.0747,117.7822,119.6664,1003463
2022-04-01,119.6664,119.7687,117.5303,117.5878,1063042
2022-04-04,117.5878,118.0953,117.0809,117.8413,1085255
2022-04-05,117.8413,118.6507,116.2742,117.1932,1104619
2022-04-06,117.1932,117.4616,116.8234,117.1679,1186648
2022-04-07,117.1679,117.2984,116.9259,117.1413,793591
2022-04-08,117.1413,118.2936,117.1346,118.289,1400452
2022-04-11,118.289,118.5203,117.2875,117.4552,765944
2022-04-12,117.4552,117.5076,117.3659,117.3981,1040414
2022-04-13,117.3981,118.3148,117.3769,118.2679,586454
2022-04-14,118.2679,118.6954,117.8727,118.4173,814032
2022-04-15,118.4173,118.8952,115.7686,116.2652,865295
2022-04-18,116.2652,117.4732,116.1706,117.2127,943756
2022-04-19,117.2127,117.2255,115.259,115.2907,957398
2022-04-20,115.2907,115.8576,114.5274,114.8346,968793
2022-04-21,114.8346,116.8332,114.579,116.6894,939099
2022-04-22,116.6894,116.9898,116.4646,116.7592,1136536
2022-04-25,116.7592,116.989,115.3717,115.7255,1319315
2022-04-26,115.7255,118.8276,115.6918,118.8101,831718
2022-04-27,118.8101,118.9042,116.8624,117.0536,797331
2022-04-28,117.0536,119.1796,116.3424,118.4134,966645
2022-04-29,118.4134,118.4993,118.2314,118.38,1071033
2022-05-02,118.38,119.035,116.1367,116.4464,850142
2022-05-03,116.4464,117.0574,115.1965,115.4006,978639
2022-05-04,115.4006,115.4583,115.0692,115.2048,969145
2022-05-05,115.2048,116.7366,114.5044,116.2981,1356564
2022-05-06,116.2981,116.3044,115.2293,115.2368,928559
2022-05-09,115.2368,115.7855,114.1462,114.5347,1204718
2022-05-10,114.5347,117.1262,114.2643,116.8408,1156458
2022-05-11,116.8408,117.4109,115.5188,115.7948,1005589
2022-05-12,115.7948,117.4655,115.6752,117.3438,1530612
2022-05-13,117.3438,118.3575,116.8587,117.9005,1325814
2022-05-16,117.9005,117.9392,117.0958,117.1214,1100861
2022-05-17,117.1214,119.4935,116.9863,119.3382,958582
2022-05-18,119.3382,120.4401,119.2821,120.3611,820226
2022-05-19,120.3611,120.4003,119.5715,119.6316,963937
2022-05-20,119.6316,119.8945,118.5731,119.0901,823299
2022-05-23,119.0901,119.1316,117.3953,117.4961,981248
2022-05-24,117.4961,117.502,117.0283,117.0371,979787
2022-05-25,117.0371,117.8518,114.3137,114.8256,1160975
2022-05-26,114.8256,118.1025,114.722,117.7061,1259855
2022-05-27,117.7061,118.0081,116.1031,116.475,1106092
2022-05-30,116.475,116.7745,115.85,116.1702,916154
2022-05-31,116.1702,116.6357,114.6799,115.1559,1365842
2022-06-01,115.1559,115.3848,113.288,114.169,1015078
2022-06-02,114.169,115.4147,112.3351,113.498,1361580
2022-06-03,113.498,113.6118,112.6002,112.7322,1026126
2022-06-06,112.7322,112.775,111.8552,111.9592,1065632
2022-06-07,111.9592,111.976,110.606,110.6235,875881
2022-06-08,110.6235,111.478,110.1113,111.3091,1043866
2022-06-09,111.3091,112.0243,111.2274,111.9379,1135155
2022-06-10,111.9379,112.7677,110.6563,112.0706,1290508
2022-06-13,112.0706,112.3611,111.999,112.3162,932950
2022-06-14,112.3162,113.13,109.4566,110.1281,962631
2022-06-15,110.1281,111.8085,109.7944,111.1601,915892
2022-06-16,111.1601,112.4797,110.7757,112.0277,782002
2022-06-17,112.0277,114.6477,111.4553,113.4657,1045271
2022-06-20,113.4657,115.5788,112.9296,113.5376,705325
2022-06-21,113.5376,115.05,112.5727,114.7122,1121475
2022-06-22,114.7122,114.7302,111.7064,111.7336,901384
2022-06-23,111.7336,111.8525,111.3128,111.6032,1254258
2022-06-24,111.6032,113.3149,110.8516,112.4987,1208316
2022-06-27,112.4987,113.7757,111.8571,113.3995,699688
2022-06-28,113.3995,113.7649,112.5211,113.3323,1590292
2022-06-29,113.3323,116.6224,113.2412,116.1769,969778
2022-06-30,116.1769,117.2177,111.5757,112.8454,872895
2022-07-01,112.8454,114.0294,109.7613,110.9863,991188
2022-07-04,110.9863,112.007,107.7339,108.6095,894665
2022-07-05,108.6095,109.0364,106.4264,106.9699,1223633
2022-07-06,106.9699,107.0306,106.926,107.011,884039
2022-07-07,107.011,107.8849,103.5756,104.642,925777
2022-07-08,104.642,106.8913,103.1012,103.8619,1076119
2022-07-11,103.8619,103.9087,101.7681,101.8562,587180
2022-07-12,101.8562,102.4211,101.7138,102.2953,1313284
2022-07-13,102.2953,103.5724,101.6454,103.3175,1084216
2022-07-14,103.3175,105.83,102.886,105.6222,979690
2022-07-15,105.6222,106.2932,103.1471,103.7938,827520
2022-07-18,103.7938,106.2029,103.1959,105.6999,1451863
2022-07-19,105.6999,109.0342,104.6372,107.6348,697872
2022-07-20,107.6348,107.7253,101.8136,101.8827,1039088
2022-07-21,101.8827,102.1715,99.6745,100.1526,1057061
2022-07-22,100.1526,100.3142,96.0264,96.3193,1152369
2022-07-25,96.3193,98.0862,91.5345,92.314,799728
2022-07-26,92.314,92.9056,91.6162,92.3791,1050492
2022-07-27,92.3791,92.4238,91.6379,91.7214,871634
2022-07-28,91.7214,92.1577,87.6718,88.7528,958870
2022-07-29,88.7528,89.6994,84.4653,86.5203,1052108
2022-08-01,86.5203,90.8084,86.4581,90.5808,1228359
2022-08-02,90.5808,90.6075,90.5168,90.5843,1272080
2022-08-03,90.5843,90.8766,87.2587,87.628,901281
2022-08-04,87.628,88.9982,86.4179,88.6924,981131
2022-08-05,88.6924,89.0527,85.1845,85.369,779523
2022-08-08,85.369,86.5475,85.2713,86.5078,1110508
2022-08-09,86.5078,86.659,84.708,84.9354,724257
2022-08-10,84.9354,88.2435,84.369,87.1476,1001279
2022-08-11,87.1476,90.8531,85.7351,89.1315,1174979
2022-08-12,89.1315,92.38,88.3595,91.9043,1279057
2022-08-15,91.9043,91.9934,89.2907,89.3713,1275150
2022-08-16,89.3713,89.8287,85.0649,85.8436,703874
2022-08-17,85.8436,86.4448,84.9006,86.1654,806076
2022-08-18,86.1654,88.2903,85.7555,87.8831,760115
2022-08-19,87.8831,90.1261,87.8494,90.1163,914710
2022-08-22,90.1163,96.4641,88.4651,95.0298,1039381
2022-08-23,95.0298,95.874,94.9451,95.8021,1087255
2022-08-24,95.8021,98.1799,95.6296,98.0002,855311
2022-08-25,98.0002,98.8381,95.6094,95.9092,843715
2022-08-26,95.9092,96.9437,92.1951,92.5115,674814
2022-08-29,92.5115,92.7182,90.6482,90.8173,1111623
2022-08-30,90.8173,93.8238,89.2773,92.7089,1141335
2022-08-31,92.7089,94.7503,92.4453,94.5949,1282595
2022-09-01,94.5949,94.6741,91.3644,91.6893,1009469
2022-09-02,91.6893,93.7653,90.9014,93.6028,798815
2022-09-05,93.6028,99.2218,92.8037,98.0028,826260
2022-09-06,98.0028,99.1654,97.7221,99.0459,673206
2022-09-07,99.0459,102.0402,98.0752,101.7625,1292432
2022-09-08,101.7625,103.1526,101.0846,101.385,647430
2022-09-09,101.385,103.9669,100.8268,102.8866,1288401
2022-09-12,102.8866,103.0894,102.5889,102.9713,812760
2022-09-13,102.9713,103.9936,102.0926,103.0955,923132
2022-09-14,103.0955,106.2963,102.4253,105.5637,1100716
2022-09-15,105.5637,106.512,105.3793,106.1766,724651
2022-09-16,106.1766,106.3914,106.139,106.3572,986789
2022-09-19,106.3572,107.8291,106.0866,107.4933,1201634
2022-09-20,107.4933,109.5345,107.3616,109.4862,911063
2022-09-21,109.4862,111.5055,109.1758,111.4252,1191320
2022-09-22,111.4252,117.8731,110.7862,116.5385,919941
2022-09-23,116.5385,117.5312,116.2662,117.4183,1221221
2022-09-26,117.4183,117.5962,114.7626,115.0529,1006001
2022-09-27,115.0529,118.4804,114.7345,118.2867,926660
2022-09-28,118.2867,120.5911,117.9494,120.3156,913465
2022-09-29,120.3156,123.3537,119.9952,122.2344,636817
2022-09-30,122.2344,123.3078,118.3221,119.699,1513505
2022-10-03,119.699,120.0272,117.9513,118.3198,1297803
2022-10-04,118.3198,119.6078,117.6392,118.441,1194449
2022-10-05,118.441,121.5524,117.5072,120.4548,862439
2022-10-06,120.4548,123.3861,120.2058,123.0318,921092
2022-10-07,123.0318,127.2588,122.388,126.698,676520
2022-10-10,126.698,127.2999,124.8069,125.4484,1019057
2022-10-11,125.4484,126.3079,123.496,124.5069,986658
2022-10-12,124.5069,128.5527,123.5994,127.8714,730018
